Pick Out,Family,Name (Stat Block),Name (As in Rule Book),AC:,Special,HD:,HD Sort #:,# Atk: ,Damage: ,Mvmt: ,# App: ,Save As: ,Morale: ,Treasure:,XP: ,Source,Quick Stats (Parenthesis),Quick Stats (Colon:),Parenthesis Text only,Colon Text only,Check vs. Rulebook
9,HUMANOID,Hobgoblin Chief unarmored,Hobgoblin,11,,5,5,1 weapon,1d8+1 or by weapon+1 (strength),40',1 in 12,F5,9,See Hobgoblin,360,"Hobgoblin Chief unarmored (AC 11, HD 5, #At 1 weapon, Dam 1d8+1 or by weapon+1 (strength), Mv 40', Sv F5, Ml 9)","Hobgoblin Chief unarmored (AC 11, HD 5, #At 1 weapon, Dam 1d8+1 or by weapon+1 (strength), Mv 40', Sv F5, Ml 9)","Hobgoblin Chief unarmored: AC 11, HD 5, #At 1 weapon, Dam 1d8+1 or by weapon+1 (strength), Mv 40', Sv F5, Ml 9","Hobgoblin Chief unarmored (AC 11, HD 5, #At 1 weapon, Dam 1d8+1 or by weapon+1 (strength), Mv 40', Sv F5, Ml 9)","Hobgoblin Chief unarmored: AC 11, HD 5, #At 1 weapon, Dam 1d8+1 or by weapon+1 (strength), Mv 40', Sv F5, Ml 9","Hobgoblin: AC 11, HD 5, #At 1 weapon, Dam 1d8+1 or by weapon+1 (strength), Mv 40', Sv F5, Ml 9, XP 360, #Ap 1 in 12"
9,HUMANOID,Hobgoblin King armored,Hobgoblin,16,Hobgoblins never fail moral in lair with a live king,7,7,1 weapon,1d8+2 or by weapon+2 (strength),20',1 per lair 30+,F7,12,See Hobgoblin,670,"Hobgoblin King armored (AC 16, HD 7, #At 1 weapon, Dam 1d8+2 or by weapon+2 (strength), Mv 20', Sv F7, Ml 12)","Hobgoblin King armored (AC 16, HD 7, #At 1 weapon, Dam 1d8+2 or by weapon+2 (strength), Mv 20', Sv F7, Ml 12)","Hobgoblin King armored: AC 16, HD 7, #At 1 weapon, Dam 1d8+2 or by weapon+2 (strength), Mv 20', Sv F7, Ml 12","Hobgoblin King armored (AC 16, HD 7, #At 1 weapon, Dam 1d8+2 or by weapon+2 (strength), Mv 20', Sv F7, Ml 12)","Hobgoblin King armored: AC 16, HD 7, #At 1 weapon, Dam 1d8+2 or by weapon+2 (strength), Mv 20', Sv F7, Ml 12","Hobgoblin: AC 16, HD 7, #At 1 weapon, Dam 1d8+2 or by weapon+2 (strength), Mv 20', Sv F7, Ml 12, XP 670, #Ap 1 per lair 30+"
9,HUMANOID,Hobgoblin King unarmored,Hobgoblin,11,Hobgoblins never fail moral in lair with a live king,7,7,1 weapon,1d8+2 or by weapon+2 (strength),40',1 per lair 30+,F7,12,See Hobgoblin,670,"Hobgoblin King unarmored (AC 11, HD 7, #At 1 weapon, Dam 1d8+2 or by weapon+2 (strength), Mv 40', Sv F7, Ml 12)","Hobgoblin King unarmored (AC 11, HD 7, #At 1 weapon, Dam 1d8+2 or by weapon+2 (strength), Mv 40', Sv F7, Ml 12)","Hobgoblin King unarmored: AC 11, HD 7, #At 1 weapon, Dam 1d8+2 or by weapon+2 (strength), Mv 40', Sv F7, Ml 12","Hobgoblin King unarmored (AC 11, HD 7, #At 1 weapon, Dam 1d8+2 or by weapon+2 (strength), Mv 40', Sv F7, Ml 12)","Hobgoblin King unarmored: AC 11, HD 7, #At 1 weapon, Dam 1d8+2 or by weapon+2 (strength), Mv 40', Sv F7, Ml 12","Hobgoblin: AC 11, HD 7, #At 1 weapon, Dam 1d8+2 or by weapon+2 (strength), Mv 40', Sv F7, Ml 12, XP 670, #Ap 1 per lair 30+"
9,HORSE,Draft Horse,"Horse, Draft",13,,3,3,2 hooves,1d4/1d4,60' (10'),domestic only ,F3,7,,145 ,Rulebook,"Draft Horse (AC 13, HD 3, #At 2 hooves, Dam 1d4/1d4, Mv 60' (10'), Sv F3, Ml 7)","Draft Horse: AC 13, HD 3, #At 2 hooves, Dam 1d4/1d4, Mv 60' (10'), Sv F3, Ml 7","Draft Horse (AC 13, HD 3, #At 2 hooves, Dam 1d4/1d4, Mv 60' (10'), Sv F3, Ml 7)","Draft Horse: AC 13, HD 3, #At 2 hooves, Dam 1d4/1d4, Mv 60' (10'), Sv F3, Ml 7","Horse, Draft: AC 13, HD 3, #At 2 hooves, Dam 1d4/1d4, Mv 60' (10'), Sv F3, Ml 7, XP 145 , #Ap domestic only "
9,HORSE,Riding Horse,"Horse, Riding",13,,2,2,2 hooves,1d4/1d4,80' (10'),Wild 10d10,F2,7,,75,Rulebook,"Riding Horse (AC 13, HD 2, #At 2 hooves, Dam 1d4/1d4, Mv 80' (10'), Sv F2, Ml 7)","Riding Horse: AC 13, HD 2, #At 2 hooves, Dam 1d4/1d4, Mv 80' (10'), Sv F2, Ml 7","Riding Horse (AC 13, HD 2, #At 2 hooves, Dam 1d4/1d4, Mv 80' (10'), Sv F2, Ml 7)","Riding Horse: AC 13, HD 2, #At 2 hooves, Dam 1d4/1d4, Mv 80' (10'), Sv F2, Ml 7","Horse, Riding: AC 13, HD 2, #At 2 hooves, Dam 1d4/1d4, Mv 80' (10'), Sv F2, Ml 7, XP 75, #Ap Wild 10d10"
9,HORSE,War Horse,"Horse, War",13,,3,3,2 hooves,1d6/1d6,60' (10'),domestic only ,F3,9,,145 ,Rulebook,"War Horse (AC 13, HD 3, #At 2 hooves, Dam 1d6/1d6, Mv 60' (10'), Sv F3, Ml 9)","War Horse: AC 13, HD 3, #At 2 hooves, Dam 1d6/1d6, Mv 60' (10'), Sv F3, Ml 9","War Horse (AC 13, HD 3, #At 2 hooves, Dam 1d6/1d6, Mv 60' (10'), Sv F3, Ml 9)","War Horse: AC 13, HD 3, #At 2 hooves, Dam 1d6/1d6, Mv 60' (10'), Sv F3, Ml 9","Horse, War: AC 13, HD 3, #At 2 hooves, Dam 1d6/1d6, Mv 60' (10'), Sv F3, Ml 9, XP 145 , #Ap domestic only "
9,DRAGON KIND,Hydra,Hydra,16,,5,5,5 bites,1d10 per bite,40' (10'),1,F5,9,B,360,Rulebook,"Hydra (AC 16, HD 5, #At 5 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F5, Ml 9)","Hydra: AC 16, HD 5, #At 5 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F5, Ml 9","Hydra (AC 16, HD 5, #At 5 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F5, Ml 9)","Hydra: AC 16, HD 5, #At 5 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F5, Ml 9","Hydra: AC 16, HD 5, #At 5 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F5, Ml 9, XP 360, #Ap 1"
9,DRAGON KIND,Hydra,Hydra,17,,6,6,6 bites,1d10 per bite,40' (10'),1,F6,9,B,500,Rulebook,"Hydra (AC 17, HD 6, #At 6 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F6, Ml 9)","Hydra: AC 17, HD 6, #At 6 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F6, Ml 9","Hydra (AC 17, HD 6, #At 6 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F6, Ml 9)","Hydra: AC 17, HD 6, #At 6 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F6, Ml 9","Hydra: AC 17, HD 6, #At 6 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F6, Ml 9, XP 500, #Ap 1"
9,DRAGON KIND,Hydra,Hydra,18,,7,7,7 bites,1d10 per bite,40' (10'),1,F7,9,B,670,Rulebook,"Hydra (AC 18, HD 7, #At 7 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F7, Ml 9)","Hydra: AC 18, HD 7, #At 7 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F7, Ml 9","Hydra (AC 18, HD 7, #At 7 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F7, Ml 9)","Hydra: AC 18, HD 7, #At 7 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F7, Ml 9","Hydra: AC 18, HD 7, #At 7 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F7, Ml 9, XP 670, #Ap 1"
9,DRAGON KIND,Hydra,Hydra,19,,8,8,8 bites,1d10 per bite,40' (10'),1,F8,9,B,875,Rulebook,"Hydra (AC 19, HD 8, #At 8 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F8, Ml 9)","Hydra: AC 19, HD 8, #At 8 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F8, Ml 9","Hydra (AC 19, HD 8, #At 8 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F8, Ml 9)","Hydra: AC 19, HD 8, #At 8 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F8, Ml 9","Hydra: AC 19, HD 8, #At 8 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F8, Ml 9, XP 875, #Ap 1"
9,DRAGON KIND,Hydra,Hydra,20,,9 (+8),9,9 bites,1d10 per bite,40' (10'),1,F9,9,B,"1,075",Rulebook,"Hydra (AC 20, HD 9 (+8), #At 9 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F9, Ml 9)","Hydra: AC 20, HD 9 (+8), #At 9 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F9, Ml 9","Hydra (AC 20, HD 9 (+8), #At 9 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F9, Ml 9)","Hydra: AC 20, HD 9 (+8), #At 9 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F9, Ml 9","Hydra: AC 20, HD 9 (+8), #At 9 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F9, Ml 9, XP 1,075, #Ap 1"
9,DRAGON KIND,Hydra,Hydra,21,,10 (+9),10,10 bites,1d10 per bite,40' (10'),1,F10,9,B,"1,300",Rulebook,"Hydra (AC 21, HD 10 (+9), #At 10 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F10, Ml 9)","Hydra: AC 21, HD 10 (+9), #At 10 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F10, Ml 9","Hydra (AC 21, HD 10 (+9), #At 10 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F10, Ml 9)","Hydra: AC 21, HD 10 (+9), #At 10 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F10, Ml 9","Hydra: AC 21, HD 10 (+9), #At 10 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F10, Ml 9, XP 1,300, #Ap 1"
9,DRAGON KIND,Hydra,Hydra,22,,11 (+9),11,11 bites,1d10 per bite,40' (10'),1,F11,9,B,"1,575",Rulebook,"Hydra (AC 22, HD 11 (+9), #At 11 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F11, Ml 9)","Hydra: AC 22, HD 11 (+9), #At 11 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F11, Ml 9","Hydra (AC 22, HD 11 (+9), #At 11 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F11, Ml 9)","Hydra: AC 22, HD 11 (+9), #At 11 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F11, Ml 9","Hydra: AC 22, HD 11 (+9), #At 11 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F11, Ml 9, XP 1,575, #Ap 1"
9,DRAGON KIND,Hydra,Hydra,23,,12 (+10),12,12 bites,1d10 per bite,40' (10'),1,F12,9,B,"1,875",Rulebook,"Hydra (AC 23, HD 12 (+10), #At 12 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F12, Ml 9)","Hydra: AC 23, HD 12 (+10), #At 12 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F12, Ml 9","Hydra (AC 23, HD 12 (+10), #At 12 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F12, Ml 9)","Hydra: AC 23, HD 12 (+10), #At 12 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F12, Ml 9","Hydra: AC 23, HD 12 (+10), #At 12 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F12, Ml 9, XP 1,875, #Ap 1"
9,DRAGON KIND,Hydra,Hydra,16 to 23,,5 to 12 (+10),05 to 12 (+10),5 to 12 bites,1d10 per bite,40' (10'),1,F5 to 12,9,B,"360 - 1,875",Rulebook,"Hydra (AC 16 to 23, HD 5 to 12 (+10), #At 5 to 12 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F5 to 12, Ml 9)","Hydra: AC 16 to 23, HD 5 to 12 (+10), #At 5 to 12 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F5 to 12, Ml 9","Hydra (AC 16 to 23, HD 5 to 12 (+10), #At 5 to 12 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F5 to 12, Ml 9)","Hydra: AC 16 to 23, HD 5 to 12 (+10), #At 5 to 12 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F5 to 12, Ml 9","Hydra: AC 16 to 23, HD 5 to 12 (+10), #At 5 to 12 bites, Dam 1d10 per bite, Mv 40' (10'), Sv F5 to 12, Ml 9, XP 360 - 1,875, #Ap 1"
9,HYENA,Hyena,Hyena,13,,2+1,2,1 bite,1d6,60',1d8,F2,8,,320,Rulebook,"Hyena (AC 13, HD 2+1, #At 1 bite, Dam 1d6, Mv 60', Sv F2, Ml 8)","Hyena: AC 13, HD 2+1, #At 1 bite, Dam 1d6, Mv 60', Sv F2, Ml 8","Hyena (AC 13, HD 2+1, #At 1 bite, Dam 1d6, Mv 60', Sv F2, Ml 8)","Hyena: AC 13, HD 2+1, #At 1 bite, Dam 1d6, Mv 60', Sv F2, Ml 8","Hyena: AC 13, HD 2+1, #At 1 bite, Dam 1d6, Mv 60', Sv F2, Ml 8, XP 320, #Ap 1d8"
9,PREHISTORIC,Hyenodon,Hyenodon,13,,3+1,3,1 bite,1d8,40',"1d6, 1d8 Wild Lair 1d8",F3,8,,145,Rulebook,"Hyenodon (AC 13, HD 3+1, #At 1 bite, Dam 1d8, Mv 40', Sv F3, Ml 8)","Hyenodon: AC 13, HD 3+1, #At 1 bite, Dam 1d8, Mv 40', Sv F3, Ml 8","Hyenodon (AC 13, HD 3+1, #At 1 bite, Dam 1d8, Mv 40', Sv F3, Ml 8)","Hyenodon: AC 13, HD 3+1, #At 1 bite, Dam 1d8, Mv 40', Sv F3, Ml 8","Hyenodon: AC 13, HD 3+1, #At 1 bite, Dam 1d8, Mv 40', Sv F3, Ml 8, XP 145, #Ap 1d6, 1d8 Wild Lair 1d8"
9,INSECT,Insect Swarm 2 HD,Insect Swarm,13,"Unaffected by magical or normal weapons; harmed/driven off mainly by fire, sleep, smoke.",2*,2,1 swarm,1d3 (double against no armor),10' Fly 20',1 swarm Wild 1d3 swarms,,11,,100,Rulebook,"Insect Swarm 2 HD (AC 13, HD 2*, #At 1 swarm, Dam 1d3 (double against no armor), Mv 10' Fly 20', Sv N/A, Ml 11)","Insect Swarm 2 HD: AC 13, HD 2*, #At 1 swarm, Dam 1d3 (double against no armor), Mv 10' Fly 20', Sv N/A, Ml 11","Insect Swarm 2 HD (AC 13, HD 2*, #At 1 swarm, Dam 1d3 (double against no armor), Mv 10' Fly 20', Sv N/A, Ml 11)","Insect Swarm 2 HD: AC 13, HD 2*, #At 1 swarm, Dam 1d3 (double against no armor), Mv 10' Fly 20', Sv N/A, Ml 11","Insect Swarm: AC 13, HD 2*, #At 1 swarm, Dam 1d3 (double against no armor), Mv 10' Fly 20', Sv N/A, Ml 11, XP 100, #Ap 1 swarm Wild 1d3 swarms"
9,INSECT,Insect Swarm 3 HD,Insect Swarm,13,"Unaffected by magical or normal weapons; harmed/driven off mainly by fire, sleep, smoke.",3*,3,1 swarm,1d3 (double against no armor),10' Fly 20',1 swarm Wild 1d3 swarms,,11,,175,Rulebook,"Insect Swarm 3 HD (AC 13, HD 3*, #At 1 swarm, Dam 1d3 (double against no armor), Mv 10' Fly 20', Sv N/A, Ml 11)","Insect Swarm 3 HD: AC 13, HD 3*, #At 1 swarm, Dam 1d3 (double against no armor), Mv 10' Fly 20', Sv N/A, Ml 11","Insect Swarm 3 HD (AC 13, HD 3*, #At 1 swarm, Dam 1d3 (double against no armor), Mv 10' Fly 20', Sv N/A, Ml 11)","Insect Swarm 3 HD: AC 13, HD 3*, #At 1 swarm, Dam 1d3 (double against no armor), Mv 10' Fly 20', Sv N/A, Ml 11","Insect Swarm: AC 13, HD 3*, #At 1 swarm, Dam 1d3 (double against no armor), Mv 10' Fly 20', Sv N/A, Ml 11, XP 175, #Ap 1 swarm Wild 1d3 swarms"
9,INSECT,Insect Swarm 4 HD,Insect Swarm,13,"Unaffected by magical or normal weapons; harmed/driven off mainly by fire, sleep, smoke.",4*,4,1 swarm,1d3 (double against no armor),10' Fly 20',1 swarm Wild 1d3 swarms,,11,,280,Rulebook,"Insect Swarm 4 HD (AC 13, HD 4*, #At 1 swarm, Dam 1d3 (double against no armor), Mv 10' Fly 20', Sv N/A, Ml 11)","Insect Swarm 4 HD: AC 13, HD 4*, #At 1 swarm, Dam 1d3 (double against no armor), Mv 10' Fly 20', Sv N/A, Ml 11","Insect Swarm 4 HD (AC 13, HD 4*, #At 1 swarm, Dam 1d3 (double against no armor), Mv 10' Fly 20', Sv N/A, Ml 11)","Insect Swarm 4 HD: AC 13, HD 4*, #At 1 swarm, Dam 1d3 (double against no armor), Mv 10' Fly 20', Sv N/A, Ml 11","Insect Swarm: AC 13, HD 4*, #At 1 swarm, Dam 1d3 (double against no armor), Mv 10' Fly 20', Sv N/A, Ml 11, XP 280, #Ap 1 swarm Wild 1d3 swarms"
9,INSECT,Insect Swarm,Insect Swarm,13,"Unaffected by magical or normal weapons; harmed/driven off mainly by fire, sleep, smoke.",2* to 4*,02* to 4*,1 swarm,1d3 (double against no armor),10' Fly 20',1 swarm Wild 1d3 swarms,,11,,100 - 280,Rulebook,"Insect Swarm (AC 13, HD 2* to 4*, #At 1 swarm, Dam 1d3 (double against no armor), Mv 10' Fly 20', Sv N/A, Ml 11)","Insect Swarm: AC 13, HD 2* to 4*, #At 1 swarm, Dam 1d3 (double against no armor), Mv 10' Fly 20', Sv N/A, Ml 11","Insect Swarm (AC 13, HD 2* to 4*, #At 1 swarm, Dam 1d3 (double against no armor), Mv 10' Fly 20', Sv N/A, Ml 11)","Insect Swarm: AC 13, HD 2* to 4*, #At 1 swarm, Dam 1d3 (double against no armor), Mv 10' Fly 20', Sv N/A, Ml 11","Insect Swarm: AC 13, HD 2* to 4*, #At 1 swarm, Dam 1d3 (double against no armor), Mv 10' Fly 20', Sv N/A, Ml 11, XP 100 - 280, #Ap 1 swarm Wild 1d3 swarms"
9,FANTASTIC,Invisible Stalker,Invisible Stalker,19,,8*,8,1,4d4,40',1,F8,12,,945,Rulebook,"Invisible Stalker (AC 19, HD 8*, #At 1, Dam 4d4, Mv 40', Sv F8, Ml 12)","Invisible Stalker: AC 19, HD 8*, #At 1, Dam 4d4, Mv 40', Sv F8, Ml 12","Invisible Stalker (AC 19, HD 8*, #At 1, Dam 4d4, Mv 40', Sv F8, Ml 12)","Invisible Stalker: AC 19, HD 8*, #At 1, Dam 4d4, Mv 40', Sv F8, Ml 12","Invisible Stalker: AC 19, HD 8*, #At 1, Dam 4d4, Mv 40', Sv F8, Ml 12, XP 945, #Ap 1"
9,CAT,Jaguar,Jaguar,16,,4,4,2 claws/1 bite,1d4/1d4/2d4,70' Swim 30',1d2 Wild 1d6,F4,8,,240,Rulebook,"Jaguar (AC 16, HD 4, #At 2 claws/1 bite, Dam 1d4/1d4/2d4, Mv 70' Swim 30', Sv F4, Ml 8)","Jaguar: AC 16, HD 4, #At 2 claws/1 bite, Dam 1d4/1d4/2d4, Mv 70' Swim 30', Sv F4, Ml 8","Jaguar (AC 16, HD 4, #At 2 claws/1 bite, Dam 1d4/1d4/2d4, Mv 70' Swim 30', Sv F4, Ml 8)","Jaguar: AC 16, HD 4, #At 2 claws/1 bite, Dam 1d4/1d4/2d4, Mv 70' Swim 30', Sv F4, Ml 8","Jaguar: AC 16, HD 4, #At 2 claws/1 bite, Dam 1d4/1d4/2d4, Mv 70' Swim 30', Sv F4, Ml 8, XP 240, #Ap 1d2 Wild 1d6"
9,HUMANOID,Kobold,Kobold,13 (11),,1d4 HP,0,1 weapon,1d4 or by weapon,20' Unarmored 30',4d4 Wild/Lair 6d10,NM,6 when alone,"P, Q each; C in lair",10,Rulebook,"Kobold (AC 13 (11), HD 1d4 HP, #At 1 weapon, Dam 1d4 or by weapon, Mv 20' Unarmored 30', Sv NM, Ml 6 when alone)","Kobold: AC 13 (11), HD 1d4 HP, #At 1 weapon, Dam 1d4 or by weapon, Mv 20' Unarmored 30', Sv NM, Ml 6 when alone","Kobold (AC 13 (11), HD 1d4 HP, #At 1 weapon, Dam 1d4 or by weapon, Mv 20' Unarmored 30', Sv NM, Ml 6 when alone)","Kobold: AC 13 (11), HD 1d4 HP, #At 1 weapon, Dam 1d4 or by weapon, Mv 20' Unarmored 30', Sv NM, Ml 6 when alone","Kobold: AC 13 (11), HD 1d4 HP, #At 1 weapon, Dam 1d4 or by weapon, Mv 20' Unarmored 30', Sv NM, Ml 6 when alone, XP 10, #Ap 4d4 Wild/Lair 6d10"
9,HUMANOID,Kobold armored,Kobold,13,,1d4 HP,0,1 weapon,1d4 or by weapon,20',4d4 Wild/Lair 6d10,NM,6 when alone,see Kobold,10,Rulebook,"Kobold armored (AC 13, HD 1d4 HP, #At 1 weapon, Dam 1d4 or by weapon, Mv 20', Sv NM, Ml 6 when alone)","Kobold armored: AC 13, HD 1d4 HP, #At 1 weapon, Dam 1d4 or by weapon, Mv 20', Sv NM, Ml 6 when alone","Kobold armored (AC 13, HD 1d4 HP, #At 1 weapon, Dam 1d4 or by weapon, Mv 20', Sv NM, Ml 6 when alone)","Kobold armored: AC 13, HD 1d4 HP, #At 1 weapon, Dam 1d4 or by weapon, Mv 20', Sv NM, Ml 6 when alone","Kobold: AC 13, HD 1d4 HP, #At 1 weapon, Dam 1d4 or by weapon, Mv 20', Sv NM, Ml 6 when alone, XP 10, #Ap 4d4 Wild/Lair 6d10"
9,HUMANOID,Kobold Shaman,Kobold,13 (11),1d4+1 levels as Cleric but otherwise as HD 1d4 HP Kobold,1d4 HP,0,1 weapon,1d4 or by weapon,20' Unarmored 30',1 in 6 (1-2 in 6 if king present) per lair,NM,6 when alone,see Kobold,"35, 40, 50, 55",Rulebook,"Kobold Shaman (AC 13 (11), HD 1d4 HP, #At 1 weapon, Dam 1d4 or by weapon, Mv 20' Unarmored 30', Sv NM, Ml 6 when alone)","Kobold Shaman: AC 13 (11), HD 1d4 HP, #At 1 weapon, Dam 1d4 or by weapon, Mv 20' Unarmored 30', Sv NM, Ml 6 when alone","Kobold Shaman (AC 13 (11), HD 1d4 HP, #At 1 weapon, Dam 1d4 or by weapon, Mv 20' Unarmored 30', Sv NM, Ml 6 when alone)","Kobold Shaman: AC 13 (11), HD 1d4 HP, #At 1 weapon, Dam 1d4 or by weapon, Mv 20' Unarmored 30', Sv NM, Ml 6 when alone","Kobold: AC 13 (11), HD 1d4 HP, #At 1 weapon, Dam 1d4 or by weapon, Mv 20' Unarmored 30', Sv NM, Ml 6 when alone, XP 35, 40, 50, 55, #Ap 1 in 6 (1-2 in 6 if king present) per lair"
9,HUMANOID,Kobold unarmored,Kobold,11,,1d4 HP,0,1 weapon,1d4 or by weapon,30',4d4 Wild/Lair 6d10,NM,6 when alone,see Kobold,10,Rulebook,"Kobold unarmored (AC 11, HD 1d4 HP, #At 1 weapon, Dam 1d4 or by weapon, Mv 30', Sv NM, Ml 6 when alone)","Kobold unarmored: AC 11, HD 1d4 HP, #At 1 weapon, Dam 1d4 or by weapon, Mv 30', Sv NM, Ml 6 when alone","Kobold unarmored (AC 11, HD 1d4 HP, #At 1 weapon, Dam 1d4 or by weapon, Mv 30', Sv NM, Ml 6 when alone)","Kobold unarmored: AC 11, HD 1d4 HP, #At 1 weapon, Dam 1d4 or by weapon, Mv 30', Sv NM, Ml 6 when alone","Kobold: AC 11, HD 1d4 HP, #At 1 weapon, Dam 1d4 or by weapon, Mv 30', Sv NM, Ml 6 when alone, XP 10, #Ap 4d4 Wild/Lair 6d10"
9,HUMANOID,Kobold Warrior armored,Kobold,13,,1,1,1 weapon,1d4 or by weapon,20',1 in 6,F1,7,see Kobold,10,Rulebook,"Kobold Warrior armored (AC 13, HD 1, #At 1 weapon, Dam 1d4 or by weapon, Mv 20', Sv F1, Ml 7)","Kobold Warrior armored: AC 13, HD 1, #At 1 weapon, Dam 1d4 or by weapon, Mv 20', Sv F1, Ml 7","Kobold Warrior armored (AC 13, HD 1, #At 1 weapon, Dam 1d4 or by weapon, Mv 20', Sv F1, Ml 7)","Kobold Warrior armored: AC 13, HD 1, #At 1 weapon, Dam 1d4 or by weapon, Mv 20', Sv F1, Ml 7","Kobold: AC 13, HD 1, #At 1 weapon, Dam 1d4 or by weapon, Mv 20', Sv F1, Ml 7, XP 10, #Ap 1 in 6"
9,HUMANOID,Kobold Warrior unarmored,Kobold,11,,1,1,1 weapon,1d4 or by weapon,30',1 in 6,F1,7,see Kobold,10,Rulebook,"Kobold Warrior unarmored (AC 11, HD 1, #At 1 weapon, Dam 1d4 or by weapon, Mv 30', Sv F1, Ml 7)","Kobold Warrior unarmored: AC 11, HD 1, #At 1 weapon, Dam 1d4 or by weapon, Mv 30', Sv F1, Ml 7","Kobold Warrior unarmored (AC 11, HD 1, #At 1 weapon, Dam 1d4 or by weapon, Mv 30', Sv F1, Ml 7)","Kobold Warrior unarmored: AC 11, HD 1, #At 1 weapon, Dam 1d4 or by weapon, Mv 30', Sv F1, Ml 7","Kobold: AC 11, HD 1, #At 1 weapon, Dam 1d4 or by weapon, Mv 30', Sv F1, Ml 7, XP 10, #Ap 1 in 6"
9,HUMANOID,Kobold Chief armored,Kobold,14,,2,2,1 weapon+1,1d4+1 or by weapon+1,20',1 in 12,F2,?,see Kobold,10,Rulebook,"Kobold Chief armored (AC 14, HD 2, #At 1 weapon+1, Dam 1d4+1 or by weapon+1, Mv 20', Sv F2, Ml ?)","Kobold Chief armored: AC 14, HD 2, #At 1 weapon+1, Dam 1d4+1 or by weapon+1, Mv 20', Sv F2, Ml ?","Kobold Chief armored (AC 14, HD 2, #At 1 weapon+1, Dam 1d4+1 or by weapon+1, Mv 20', Sv F2, Ml ?)","Kobold Chief armored: AC 14, HD 2, #At 1 weapon+1, Dam 1d4+1 or by weapon+1, Mv 20', Sv F2, Ml ?","Kobold: AC 14, HD 2, #At 1 weapon+1, Dam 1d4+1 or by weapon+1, Mv 20', Sv F2, Ml ?, XP 10, #Ap 1 in 12"
9,HUMANOID,Kobold Chief unarmored,Kobold,11,,2,2,1 weapon+1,1d4+1 or by weapon+1,30',1 in 12,F2,?,see Kobold,10,Rulebook,"Kobold Chief unarmored (AC 11, HD 2, #At 1 weapon+1, Dam 1d4+1 or by weapon+1, Mv 30', Sv F2, Ml ?)","Kobold Chief unarmored: AC 11, HD 2, #At 1 weapon+1, Dam 1d4+1 or by weapon+1, Mv 30', Sv F2, Ml ?","Kobold Chief unarmored (AC 11, HD 2, #At 1 weapon+1, Dam 1d4+1 or by weapon+1, Mv 30', Sv F2, Ml ?)","Kobold Chief unarmored: AC 11, HD 2, #At 1 weapon+1, Dam 1d4+1 or by weapon+1, Mv 30', Sv F2, Ml ?","Kobold: AC 11, HD 2, #At 1 weapon+1, Dam 1d4+1 or by weapon+1, Mv 30', Sv F2, Ml ?, XP 10, #Ap 1 in 12"
